Node1	Node2	Pvalue	Cor	CorrB
Otu00120	Otu00079	0.0099	0.9085	Positive
Otu00086	Otu00080	0.0099	-0.5732	Negative
Otu00087	Otu00080	0.0099	0.8338	Positive
Otu00096	Otu00080	0.0099	0.8887	Positive
Otu00098	Otu00080	0.0099	0.8911	Positive
Otu00099	Otu00080	0.0099	0.9013	Positive
Otu00126	Otu00080	0.0099	-0.5946	Negative
Otu00095	Otu00081	0.0099	0.5348	Positive
Otu00093	Otu00082	0.0099	0.5138	Positive
Otu00099	Otu00082	0.0099	-0.5299	Negative
Otu00100	Otu00082	0.0099	0.5484	Positive
Otu00103	Otu00084	0.0099	0.5396	Positive
Otu00116	Otu00084	0.0099	-0.5338	Negative
Otu00095	Otu00086	0.0099	0.5802	Positive
Otu00098	Otu00086	0.0099	-0.6078	Negative
Otu00099	Otu00086	0.0099	-0.6055	Negative
Otu00106	Otu00086	0.0099	0.5845	Positive
Otu00096	Otu00087	0.0099	0.8111	Positive
Otu00098	Otu00087	0.0099	0.816	Positive
Otu00099	Otu00087	0.0099	0.8094	Positive
Otu00099	Otu00089	0.0099	-0.5027	Negative
Otu00107	Otu00090	0.0099	0.5354	Positive
Otu00113	Otu00090	0.0099	0.5259	Positive
Otu00114	Otu00090	0.0099	0.5179	Positive
Otu00117	Otu00090	0.0099	0.4848	Positive
Otu00124	Otu00090	0.0099	0.5417	Positive
Otu00101	Otu00091	0.0099	0.5691	Positive
Otu00103	Otu00091	0.0099	0.5655	Positive
Otu00127	Otu00091	0.0099	0.4851	Positive
Otu00095	Otu00092	0.0099	0.5297	Positive
Otu00097	Otu00092	0.0099	0.52	Positive
Otu00100	Otu00092	0.0099	0.6457	Positive
Otu00101	Otu00092	0.0099	0.584	Positive
Otu00111	Otu00092	0.0099	0.5444	Positive
Otu00122	Otu00092	0.0099	0.5663	Positive
Otu00114	Otu00094	0.0099	0.5081	Positive
Otu00122	Otu00094	0.0099	0.5355	Positive
Otu00124	Otu00094	0.0099	0.5554	Positive
Otu00109	Otu00095	0.0099	0.5288	Positive
Otu00098	Otu00096	0.0099	0.8934	Positive
Otu00099	Otu00096	0.0099	0.8922	Positive
Otu00105	Otu00096	0.0099	-0.5738	Negative
Otu00127	Otu00096	0.0099	-0.539	Negative
Otu00101	Otu00097	0.0099	0.5615	Positive
Otu00102	Otu00097	0.0099	0.5691	Positive
Otu00104	Otu00097	0.0099	0.5379	Positive
Otu00130	Otu00097	0.0099	0.5369	Positive
Otu00099	Otu00098	0.0099	0.8703	Positive
Otu00108	Otu00098	0.0099	-0.557	Negative
Otu00126	Otu00098	0.0099	-0.5584	Negative
Otu00105	Otu00099	0.0099	-0.5751	Negative
Otu00108	Otu00099	0.0099	-0.55	Negative
Otu00124	Otu00100	0.0099	0.5545	Positive
Otu00110	Otu00101	0.0099	-0.5468	Negative
Otu00118	Otu00102	0.0099	0.5422	Positive
Otu00120	Otu00102	0.0099	-0.5558	Negative
Otu00104	Otu00103	0.0099	0.5936	Positive
Otu00108	Otu00103	0.0099	0.5794	Positive
Otu00113	Otu00104	0.0099	0.4866	Positive
Otu00126	Otu00106	0.0099	0.5194	Positive
Otu00109	Otu00108	0.0099	0.471	Positive
Otu00116	Otu00110	0.0099	0.8883	Positive
Otu00120	Otu00110	0.0099	0.8902	Positive
Otu00126	Otu00113	0.0099	0.5622	Positive
Otu00118	Otu00114	0.0099	0.5463	Positive
Otu00126	Otu00114	0.0099	0.545	Positive
Otu00117	Otu00116	0.0099	-0.5373	Negative
Otu00120	Otu00116	0.0099	0.8988	Positive
Otu00126	Otu00119	0.0099	0.5164	Positive
