#OTU ID	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00011	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00024	Otu00025	Otu00026	Otu00027	Otu00028	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00037	Otu00038	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00046	Otu00047	Otu00048	Otu00049	Otu00050	Otu00052	Otu00053	Otu00054	Otu00055	Otu00056	Otu00057	Otu00058	Otu00059	Otu00061	Otu00062	Otu00063	Otu00064	Otu00065	Otu00066	Otu00067	Otu00068	Otu00069	Otu00070	Otu00072	Otu00073	Otu00074	Otu00075	Otu00077	Otu00078	Otu00079	Otu00080	Otu00081	Otu00082	Otu00083	Otu00084	Otu00085	Otu00086	Otu00087	Otu00089	Otu00090	Otu00091	Otu00092	Otu00093	Otu00094	Otu00095	Otu00096	Otu00097	Otu00098	Otu00099	Otu00100	Otu00101	Otu00102	Otu00103	Otu00104	Otu00105	Otu00106	Otu00107	Otu00108	Otu00109	Otu00110	Otu00111	Otu00112	Otu00113	Otu00114	Otu00115	Otu00116	Otu00117	Otu00118	Otu00119	Otu00120	Otu00121	Otu00122	Otu00123	Otu00124	Otu00126	Otu00127	Otu00128	Otu00130	Otu00132	Otu00133	Otu00134	Otu00135
Otu00037	0.0990	0.0396	0.0198	0.0792	0.1485	0.0792	0.0198	0.0495	0.0495	0.1089	0.0198	0.1683	0.1089	0.7525	0.0990	0.0099	0.2970	0.0099	0.0198	0.0198	0.0099	0.1089	0.0099	0.0693	0.0198	0.5149	0.0099	0.0297	0.0099	0.0198	0.0198	0.0099	0.0099	1.0000	0.0297	0.0792	0.0792	0.0198	0.0099	0.0396	0.0495	0.0198	0.0297	0.0099	0.0099	0.0099	0.0099	0.0198	0.0099	0.0198	0.0099	0.0198	0.0396	0.0198	0.0099	0.0198	0.0099	0.0495	0.0099	0.0099	0.0297	0.0099	0.0099	0.0198	0.0198	0.0297	0.0198	0.0198	0.0297	0.0099	0.0198	0.0495	0.0297	0.0198	0.0099	0.1089	0.0099	0.0891	0.0099	0.1287	0.0198	0.0198	0.0099	0.0297	0.0198	0.0099	0.0396	0.0198	0.0198	0.0297	0.0198	0.0396	0.0495	0.0396	0.0297	0.0198	0.0297	0.0693	0.0297	0.0099	0.0495	0.0396	0.0297	0.0099	0.0198	0.0297	0.0198	0.0297	0.0099	0.0198	0.0594	0.0495	0.0099	0.0099	0.0099	0.0495	0.0198	0.0198	0.0396	0.0297	0.0099	0.0099	0.0396	0.0396
Otu00038	0.1584	0.0891	0.0099	0.1683	0.1089	0.7030	0.0594	0.0693	0.0297	0.1188	0.2277	0.0792	0.0891	0.3465	0.4455	0.0297	0.6238	0.0099	0.0198	0.0396	0.0297	0.0396	0.0594	0.2970	0.0198	0.9901	0.0198	0.0198	0.0198	0.0198	0.0198	0.0198	0.0297	0.0297	1.0000	0.0396	0.4752	0.0297	0.0099	0.0099	0.0396	0.0099	0.0198	0.0297	0.0198	0.0099	0.0297	0.0495	0.0297	0.0198	0.0099	0.0198	0.0495	0.0198	0.0099	0.0297	0.0198	0.0693	0.0198	0.0297	0.1584	0.0297	0.0099	0.0099	0.0297	0.0297	0.0198	0.0099	0.0396	0.0396	0.0297	0.0297	0.0198	0.0099	0.0198	0.1782	0.0297	0.1386	0.0693	0.0792	0.0297	0.0396	0.0396	0.0297	0.0198	0.0198	0.0297	0.0099	0.0099	0.0495	0.0396	0.0396	0.0198	0.0198	0.0396	0.0495	0.0198	0.0297	0.0297	0.0198	0.0198	0.0297	0.0891	0.0297	0.0495	0.0594	0.0891	0.0297	0.0099	0.0099	0.0396	0.0198	0.0297	0.0594	0.0693	0.0297	0.0792	0.0495	0.0495	0.0495	0.0396	0.0198	0.0495	0.0495
Otu00039	0.0099	0.9406	0.0396	0.0099	0.0099	0.8317	0.8812	0.9802	0.9406	0.0099	0.8020	0.0099	0.0099	0.3663	0.4752	0.8812	0.0495	0.1089	0.0099	0.9307	0.0297	0.0099	0.0198	0.0396	0.0792	0.8020	0.0198	0.0495	0.0495	0.0891	0.0099	0.0099	0.1089	0.0792	0.0396	1.0000	0.5050	0.0297	0.0396	0.0594	0.0099	0.0396	0.0495	0.0198	0.0594	0.0099	0.0891	0.0693	0.0990	0.0396	0.0495	0.7525	0.7921	0.0891	0.0198	0.1188	0.7228	0.8713	0.0990	0.0495	0.1287	0.1287	0.0990	0.1188	0.0198	0.0297	0.0693	0.1287	0.8218	0.0891	0.0396	0.0099	0.6040	0.0792	0.0297	0.6436	0.0693	0.0396	0.0891	0.5545	0.0693	0.0693	0.0495	0.0891	0.0594	0.0693	0.0891	0.6040	0.0792	0.7129	0.6238	0.0396	0.0891	0.0693	0.1287	0.1584	0.1089	0.1188	0.1782	0.0891	0.0396	0.0099	0.1287	0.1386	0.1980	0.0693	0.0792	0.0099	0.0792	0.0693	0.1188	0.0099	0.1683	0.2178	0.2079	0.0990	0.0693	0.1683	0.0891	0.0594	0.1386	0.1485	0.1386	0.1089
Otu00040	0.5842	0.3960	0.9109	0.0099	0.5050	0.0099	0.7624	0.8218	0.9010	0.5446	0.0099	0.5644	0.4851	0.0099	0.0099	0.7624	0.0198	0.8317	0.2178	0.8317	0.0792	0.3663	0.1188	0.0099	0.1188	0.0099	0.1881	0.0396	0.2970	0.2673	0.1683	0.3069	0.1881	0.0792	0.4752	0.5050	1.0000	0.1683	0.2970	0.1584	0.3762	0.0396	0.0891	0.1287	0.0693	0.1386	0.1683	0.1683	0.1188	0.3663	0.3168	0.8119	0.6733	0.1287	0.2376	0.0990	0.7921	0.7921	0.0693	0.1980	0.0099	0.1386	0.1584	0.1683	0.1287	0.3267	0.0891	0.1485	0.7129	0.1287	0.2178	0.3762	0.8317	0.1287	0.2970	0.0099	0.1386	0.0792	0.1584	0.4653	0.2376	0.0792	0.3069	0.1089	0.1584	0.1287	0.0990	0.7129	0.1584	0.8416	0.8020	0.1386	0.2178	0.1782	0.2475	0.1188	0.2376	0.2970	0.1683	0.2772	0.2277	0.2970	0.1485	0.1584	0.1980	0.1980	0.0792	0.2376	0.2277	0.1485	0.2277	0.1386	0.2277	0.1485	0.0792	0.2970	0.1287	0.2970	0.1386	0.1683	0.2277	0.3564	0.1584	0.1287
Otu00041	0.0495	0.0396	0.0198	0.0594	0.0693	0.2079	0.0396	0.0495	0.0693	0.0396	0.0792	0.0693	0.0792	0.7624	0.1188	0.0099	0.3663	0.0099	0.0198	0.0198	0.0099	0.0198	0.0198	0.1089	0.0099	0.6931	0.0099	0.0198	0.0099	0.0198	0.0198	0.0099	0.0099	0.0198	0.0297	0.0297	0.1683	1.0000	0.0396	0.0198	0.0495	0.0099	0.0099	0.0396	0.0099	0.0099	0.0099	0.0297	0.0099	0.0396	0.0099	0.0198	0.0297	0.0297	0.0099	0.0099	0.0594	0.0495	0.0099	0.0099	0.0198	0.0198	0.0099	0.0396	0.0099	0.0396	0.0297	0.0198	0.0297	0.0198	0.0099	0.0396	0.0198	0.0297	0.0396	0.1584	0.0198	0.0396	0.0198	0.2277	0.0297	0.0396	0.0099	0.0198	0.0099	0.0099	0.0198	0.0297	0.0396	0.0297	0.0396	0.0297	0.0396	0.0198	0.0297	0.0099	0.0297	0.0198	0.0297	0.0297	0.0099	0.0099	0.0495	0.0396	0.0297	0.0495	0.0396	0.0396	0.0198	0.0396	0.0297	0.0198	0.0198	0.0297	0.0198	0.0099	0.0198	0.0297	0.0297	0.0594	0.0297	0.0198	0.0297	0.0099
Otu00042	0.0396	0.1683	0.0198	0.0891	0.0693	0.4158	0.1089	0.1287	0.1287	0.1089	0.2178	0.0693	0.0099	0.7525	0.2376	0.0594	0.2772	0.0099	0.0297	0.0990	0.0297	0.0198	0.0099	0.1386	0.0099	0.7822	0.0495	0.0099	0.0198	0.0396	0.0099	0.0099	0.0099	0.0099	0.0099	0.0396	0.2970	0.0396	1.0000	0.0099	0.0495	0.0396	0.0198	0.0297	0.0297	0.0198	0.0198	0.0297	0.0099	0.0099	0.0198	0.0396	0.0990	0.0099	0.0099	0.0099	0.0495	0.0594	0.0198	0.0198	0.0396	0.0297	0.0297	0.0099	0.0198	0.0396	0.0099	0.0495	0.0495	0.0198	0.0099	0.0396	0.0594	0.0594	0.0099	0.1980	0.0297	0.0693	0.0396	0.3663	0.0198	0.0099	0.0693	0.0099	0.0198	0.0297	0.0198	0.0594	0.0297	0.0495	0.0396	0.0594	0.0099	0.0198	0.0198	0.0198	0.0198	0.0297	0.0198	0.0198	0.0693	0.0297	0.0297	0.0198	0.0396	0.0099	0.0495	0.0099	0.0198	0.0297	0.0396	0.0099	0.0198	0.0297	0.0891	0.0297	0.0495	0.0495	0.0198	0.0396	0.0099	0.0594	0.0297	0.0198
Otu00043	0.0792	0.0891	0.0099	0.0495	0.0495	0.2970	0.0693	0.0495	0.0990	0.0198	0.0594	0.0396	0.0594	0.9604	0.1089	0.0198	0.2475	0.0099	0.0297	0.0495	0.0099	0.0693	0.0198	0.0297	0.0099	0.4950	0.0099	0.0099	0.0198	0.0198	0.0099	0.0099	0.0099	0.0396	0.0099	0.0594	0.1584	0.0198	0.0099	1.0000	0.0495	0.0198	0.0198	0.0198	0.0198	0.0099	0.0099	0.0495	0.0396	0.0198	0.0099	0.0396	0.0495	0.0297	0.0099	0.0198	0.0396	0.0198	0.0198	0.0198	0.0198	0.0297	0.0198	0.0198	0.0099	0.0297	0.0297	0.0198	0.0297	0.0099	0.0099	0.0099	0.0198	0.0198	0.0198	0.0891	0.0099	0.0396	0.0198	0.3168	0.0297	0.0594	0.0396	0.0099	0.0198	0.0396	0.0297	0.0099	0.0198	0.0297	0.0099	0.0099	0.0198	0.0495	0.0198	0.0297	0.0297	0.0099	0.0099	0.0099	0.0297	0.0495	0.0297	0.0396	0.0297	0.0198	0.0297	0.0495	0.0198	0.0099	0.0297	0.0297	0.0198	0.0297	0.0792	0.0099	0.0099	0.0297	0.0198	0.0099	0.0495	0.0693	0.0099	0.0396
Otu00044	0.0099	0.9505	0.0198	0.0297	0.0099	0.8020	0.7822	0.8416	0.8812	0.0099	0.7030	0.0099	0.0099	0.5644	0.4653	0.7921	0.0198	0.1089	0.0198	0.7723	0.0297	0.0099	0.0099	0.0693	0.0297	0.7624	0.0297	0.0396	0.0099	0.0297	0.0099	0.0099	0.0198	0.0495	0.0396	0.0099	0.3762	0.0495	0.0495	0.0495	1.0000	0.0594	0.0495	0.0297	0.0594	0.0693	0.0198	0.0693	0.1188	0.0693	0.1287	0.6436	0.7327	0.0297	0.0099	0.0594	0.8317	0.6634	0.0495	0.0792	0.0891	0.0594	0.1188	0.0594	0.0297	0.0792	0.0396	0.0891	0.7624	0.1188	0.0693	0.0099	0.6139	0.0990	0.0396	0.5149	0.1188	0.0198	0.1584	0.5248	0.0693	0.0297	0.0693	0.0891	0.1089	0.1485	0.0990	0.6238	0.1188	0.6733	0.5842	0.0792	0.0396	0.0693	0.1188	0.0693	0.0990	0.0891	0.0495	0.0693	0.0396	0.0099	0.1089	0.1485	0.1287	0.0891	0.0495	0.0099	0.0594	0.1386	0.2178	0.0099	0.1881	0.1386	0.0891	0.1782	0.1386	0.1683	0.1386	0.0693	0.1485	0.0990	0.1485	0.0594
Otu00045	0.0693	0.1584	0.0396	0.0396	0.0297	0.0891	0.1584	0.0990	0.1485	0.0990	0.0495	0.0495	0.0594	0.6832	0.0594	0.1188	0.1287	0.0297	0.0099	0.1386	0.0099	0.0396	0.0198	0.0198	0.0198	0.3861	0.0099	0.0198	0.0198	0.0198	0.0198	0.0198	0.0099	0.0198	0.0099	0.0396	0.0396	0.0099	0.0396	0.0198	0.0594	1.0000	0.0396	0.0099	0.0396	0.0297	0.0099	0.0198	0.0198	0.0198	0.0198	0.0396	0.0990	0.0297	0.0297	0.0594	0.0594	0.0495	0.0099	0.0198	0.0297	0.0099	0.0495	0.0198	0.0297	0.0495	0.0198	0.0198	0.0792	0.0396	0.0297	0.0495	0.0396	0.0198	0.0198	0.0693	0.0297	0.0297	0.0198	0.4950	0.0297	0.0198	0.0495	0.0099	0.0099	0.0099	0.0198	0.0495	0.0396	0.1089	0.0198	0.0297	0.0198	0.0198	0.0198	0.0396	0.0198	0.0099	0.0495	0.0396	0.0396	0.0198	0.0495	0.0396	0.0297	0.0297	0.0495	0.0198	0.0495	0.0594	0.0198	0.0198	0.0099	0.0495	0.0495	0.0099	0.0198	0.0396	0.0396	0.0396	0.0297	0.0495	0.0495	0.0198
Otu00046	0.1386	0.0297	0.0297	0.0990	0.1089	0.1584	0.0297	0.0396	0.0594	0.0792	0.0693	0.1683	0.0792	0.9505	0.1089	0.0495	0.3168	0.0198	0.0099	0.0297	0.0099	0.0891	0.0099	0.0891	0.0099	0.3762	0.0297	0.0099	0.0198	0.0099	0.0099	0.0099	0.0099	0.0297	0.0198	0.0495	0.0891	0.0099	0.0198	0.0198	0.0495	0.0396	1.0000	0.0198	0.0198	0.0297	0.0198	0.0099	0.0099	0.0099	0.0198	0.0297	0.0297	0.0099	0.0099	0.0099	0.0297	0.0396	0.0297	0.0099	0.0297	0.0099	0.0594	0.0396	0.0099	0.0297	0.0099	0.0099	0.0594	0.0099	0.0495	0.0396	0.0297	0.0297	0.0297	0.0693	0.0198	0.0792	0.0099	0.2376	0.0099	0.0198	0.0396	0.0198	0.0198	0.0198	0.0198	0.0099	0.0495	0.0297	0.0099	0.0099	0.0198	0.0099	0.0099	0.0099	0.0297	0.0198	0.0297	0.0198	0.0099	0.0396	0.0198	0.0495	0.0297	0.0396	0.0396	0.0495	0.0198	0.0297	0.0297	0.0396	0.0396	0.1089	0.0396	0.0396	0.0099	0.0099	0.0495	0.0396	0.0297	0.0198	0.0198	0.0198
Otu00047	0.0792	0.0594	0.0099	0.0792	0.0693	0.2277	0.0594	0.0495	0.0792	0.1188	0.0594	0.1089	0.0495	0.9604	0.0495	0.0297	0.3366	0.0099	0.0099	0.0297	0.0198	0.0396	0.0099	0.0198	0.0198	0.5446	0.0099	0.0099	0.0198	0.0198	0.0198	0.0099	0.0099	0.0099	0.0297	0.0198	0.1287	0.0396	0.0297	0.0198	0.0297	0.0099	0.0198	1.0000	0.0099	0.0198	0.0099	0.0198	0.0099	0.0396	0.0198	0.0198	0.0099	0.0297	0.0099	0.0198	0.0297	0.0198	0.0198	0.0099	0.0495	0.0198	0.0099	0.0099	0.0099	0.0198	0.0198	0.0198	0.0198	0.0198	0.0198	0.0495	0.0198	0.0594	0.0495	0.0792	0.0099	0.0396	0.0099	0.1881	0.0297	0.0396	0.0099	0.0198	0.0099	0.0396	0.0297	0.0198	0.0297	0.0396	0.0198	0.0198	0.0099	0.0297	0.0198	0.0495	0.0198	0.0198	0.0198	0.0198	0.0198	0.0297	0.0198	0.0297	0.0297	0.0396	0.0396	0.0099	0.0297	0.0297	0.0594	0.0297	0.0099	0.0198	0.0198	0.0198	0.0297	0.0198	0.0198	0.0198	0.0297	0.0297	0.0198	0.0297
Otu00048	0.1683	0.0297	0.0297	0.0594	0.0693	0.1683	0.0693	0.0891	0.0990	0.0594	0.0396	0.0693	0.0495	0.8911	0.0396	0.0594	0.2673	0.0297	0.0297	0.0396	0.0297	0.0693	0.0297	0.0396	0.0099	0.4158	0.0099	0.0099	0.0099	0.0099	0.0099	0.0099	0.0099	0.0099	0.0198	0.0594	0.0693	0.0099	0.0297	0.0198	0.0594	0.0396	0.0198	0.0099	1.0000	0.0198	0.0099	0.0297	0.0297	0.0396	0.0099	0.0099	0.0297	0.0198	0.0099	0.0198	0.0198	0.0297	0.0099	0.0099	0.0198	0.0297	0.0099	0.0099	0.0396	0.0297	0.0099	0.0297	0.0297	0.0099	0.0198	0.0297	0.0297	0.0198	0.0396	0.0693	0.0396	0.0693	0.0297	0.3168	0.0198	0.0198	0.0297	0.0198	0.0099	0.0198	0.0297	0.0297	0.0297	0.0198	0.0198	0.0297	0.0198	0.0099	0.0099	0.0099	0.0099	0.0297	0.0099	0.0198	0.0396	0.0495	0.0198	0.0297	0.0297	0.0297	0.0495	0.0297	0.0198	0.0297	0.0198	0.0396	0.0297	0.0198	0.0297	0.0198	0.0396	0.0693	0.0495	0.0792	0.0297	0.0792	0.0198	0.0099
Otu00049	0.1485	0.0792	0.0099	0.1386	0.1188	0.2673	0.0495	0.0792	0.0495	0.0891	0.1584	0.0990	0.1188	0.9703	0.1386	0.0297	0.4554	0.0099	0.0297	0.0495	0.0198	0.0792	0.0099	0.1089	0.0198	0.6535	0.0198	0.0198	0.0099	0.0297	0.0099	0.0297	0.0099	0.0099	0.0099	0.0099	0.1386	0.0099	0.0198	0.0099	0.0693	0.0297	0.0297	0.0198	0.0198	1.0000	0.0099	0.0396	0.0198	0.0099	0.0198	0.0198	0.0297	0.0198	0.0396	0.0396	0.0198	0.0495	0.0198	0.0099	0.0594	0.0297	0.0396	0.0198	0.0297	0.0099	0.0099	0.0297	0.0198	0.0198	0.0099	0.0693	0.0396	0.0198	0.0099	0.1089	0.0198	0.1386	0.0099	0.2079	0.0198	0.0396	0.0198	0.0297	0.0099	0.0198	0.0198	0.0396	0.0396	0.0198	0.0099	0.0297	0.0495	0.0297	0.0198	0.0297	0.0297	0.0297	0.0099	0.0099	0.0693	0.0297	0.0198	0.0297	0.0396	0.0099	0.1089	0.0297	0.0099	0.0495	0.0396	0.0198	0.0297	0.0297	0.0792	0.0297	0.0198	0.0297	0.0396	0.0198	0.0495	0.0495	0.0099	0.0792
Otu00050	0.0990	0.0396	0.0099	0.0495	0.0594	0.1782	0.0396	0.0693	0.0990	0.1287	0.0693	0.1188	0.0693	0.9703	0.1089	0.0396	0.2673	0.0099	0.0297	0.0396	0.0198	0.0891	0.0099	0.0594	0.0099	0.5842	0.0099	0.0099	0.0099	0.0198	0.0198	0.0099	0.0099	0.0099	0.0297	0.0891	0.1683	0.0099	0.0198	0.0099	0.0198	0.0099	0.0198	0.0099	0.0099	0.0099	1.0000	0.0099	0.0099	0.0297	0.0099	0.0495	0.0297	0.0099	0.0099	0.0099	0.0198	0.0099	0.0099	0.0099	0.0396	0.0297	0.0198	0.0099	0.0198	0.0495	0.0297	0.0297	0.0297	0.0297	0.0198	0.0297	0.0198	0.0099	0.0297	0.0396	0.0099	0.0594	0.0198	0.2970	0.0396	0.0297	0.0297	0.0297	0.0099	0.0198	0.0099	0.0198	0.0099	0.0495	0.0297	0.0396	0.0297	0.0297	0.0396	0.0198	0.0099	0.0396	0.0198	0.0198	0.0099	0.0099	0.0198	0.0297	0.0495	0.0198	0.0396	0.0198	0.0495	0.0693	0.0396	0.0099	0.0297	0.0297	0.0396	0.0297	0.0198	0.0099	0.0099	0.0396	0.0396	0.0198	0.0198	0.0198
Otu00052	0.1089	0.0396	0.0297	0.1188	0.0792	0.1386	0.0495	0.0792	0.0693	0.0693	0.0396	0.0594	0.0792	0.9109	0.0594	0.0495	0.3366	0.0099	0.0198	0.0396	0.0198	0.0792	0.0099	0.0297	0.0099	0.5149	0.0297	0.0297	0.0099	0.0396	0.0297	0.0099	0.0297	0.0198	0.0495	0.0693	0.1683	0.0297	0.0297	0.0495	0.0693	0.0198	0.0099	0.0198	0.0297	0.0396	0.0099	1.0000	0.0099	0.0297	0.0198	0.0198	0.0495	0.0198	0.0198	0.0198	0.0396	0.0594	0.0099	0.0099	0.0495	0.0099	0.0198	0.0099	0.0198	0.0495	0.0099	0.0396	0.0594	0.0198	0.0198	0.0396	0.0495	0.0594	0.0792	0.0594	0.0297	0.0297	0.0198	0.2178	0.0198	0.0297	0.0297	0.0297	0.0495	0.0594	0.0396	0.0297	0.0297	0.0198	0.0297	0.0198	0.0198	0.0495	0.0396	0.0099	0.0099	0.0198	0.0198	0.0099	0.0297	0.0396	0.0297	0.0396	0.0198	0.0198	0.0396	0.0198	0.0198	0.0297	0.0198	0.0297	0.0297	0.0693	0.0396	0.0297	0.0198	0.0198	0.0594	0.0396	0.0495	0.0396	0.0297	0.0792
Otu00053	0.1683	0.0990	0.0297	0.1188	0.1386	0.1485	0.0495	0.0198	0.1089	0.1584	0.0693	0.1287	0.0594	0.9901	0.0297	0.0594	0.4158	0.0099	0.0099	0.0198	0.0198	0.0396	0.0198	0.0297	0.0099	0.4950	0.0297	0.0099	0.0297	0.0297	0.0297	0.0099	0.0396	0.0099	0.0297	0.0990	0.1188	0.0099	0.0099	0.0396	0.1188	0.0198	0.0099	0.0099	0.0297	0.0198	0.0099	0.0099	1.0000	0.0198	0.0099	0.0297	0.0198	0.0099	0.0099	0.0297	0.0099	0.0198	0.0198	0.0198	0.0198	0.0297	0.0198	0.0198	0.0297	0.0297	0.0297	0.0297	0.0297	0.0396	0.0198	0.0594	0.0297	0.0396	0.0396	0.0495	0.0099	0.0891	0.0396	0.2871	0.0297	0.0198	0.0396	0.0198	0.0198	0.0297	0.0198	0.0099	0.0297	0.0099	0.0198	0.0099	0.0198	0.0198	0.0099	0.0297	0.0693	0.0297	0.0198	0.0198	0.0297	0.0297	0.0099	0.0297	0.0495	0.0396	0.0198	0.0396	0.0099	0.0297	0.0693	0.0297	0.0396	0.0396	0.0297	0.0396	0.0198	0.0495	0.1287	0.0495	0.0396	0.0396	0.0495	0.0297
Otu00054	0.0792	0.1089	0.0099	0.1782	0.0792	0.4752	0.0693	0.0891	0.0594	0.0891	0.1782	0.0693	0.1089	0.6634	0.4653	0.0594	0.5347	0.0099	0.0396	0.0495	0.0099	0.0693	0.0198	0.1485	0.0297	0.8515	0.0198	0.0198	0.0099	0.0099	0.0198	0.0099	0.0297	0.0198	0.0198	0.0396	0.3663	0.0396	0.0099	0.0198	0.0693	0.0198	0.0099	0.0396	0.0396	0.0099	0.0297	0.0297	0.0198	1.0000	0.0198	0.0495	0.0099	0.0198	0.0198	0.0495	0.0495	0.0396	0.0396	0.0198	0.0891	0.0495	0.0396	0.0495	0.0594	0.0495	0.0495	0.0297	0.0594	0.0099	0.0198	0.0891	0.0495	0.0198	0.0099	0.5149	0.0099	0.1089	0.0495	0.1188	0.0198	0.0297	0.0396	0.0297	0.1089	0.0396	0.0099	0.0198	0.0792	0.0594	0.0198	0.0297	0.0099	0.0099	0.0396	0.0594	0.0297	0.0099	0.0693	0.0495	0.0198	0.0099	0.0396	0.0495	0.0396	0.0198	0.0198	0.0396	0.0297	0.0198	0.0594	0.0396	0.0297	0.0297	0.0495	0.0792	0.0396	0.0099	0.0693	0.0297	0.0297	0.0297	0.0297	0.0693
Otu00055	0.1683	0.0198	0.0099	0.3069	0.0990	0.4158	0.0198	0.0495	0.0198	0.1089	0.1089	0.1287	0.0990	0.7327	0.2574	0.0198	0.6832	0.0099	0.0594	0.0198	0.0099	0.0990	0.0297	0.2079	0.0099	0.9703	0.0198	0.0297	0.0099	0.0099	0.0198	0.0198	0.0099	0.0099	0.0099	0.0495	0.3168	0.0099	0.0198	0.0099	0.1287	0.0198	0.0198	0.0198	0.0099	0.0198	0.0099	0.0198	0.0099	0.0198	1.0000	0.0099	0.0198	0.0297	0.0099	0.0099	0.0099	0.0198	0.0297	0.0198	0.0990	0.0198	0.0396	0.0099	0.0495	0.0099	0.0099	0.0198	0.0198	0.0198	0.0297	0.0594	0.0198	0.0396	0.0396	0.1980	0.0099	0.0990	0.0198	0.0990	0.0495	0.0495	0.0297	0.0198	0.0297	0.0297	0.0396	0.0198	0.0198	0.0198	0.0099	0.0198	0.0396	0.0396	0.0198	0.0297	0.0198	0.0198	0.0297	0.0099	0.0198	0.0396	0.0297	0.0099	0.0297	0.0099	0.0594	0.0495	0.0099	0.0396	0.0297	0.0693	0.0297	0.0396	0.0594	0.0396	0.0198	0.0198	0.0792	0.0495	0.0792	0.0495	0.0396	0.0396
Otu00056	0.8416	0.0099	0.0099	0.9109	0.7327	0.9208	0.0099	0.0099	0.0099	0.8515	0.1980	0.9109	0.7921	0.4356	0.7822	0.0099	0.2673	0.0099	0.0693	0.0099	0.0297	0.7525	0.0693	0.9703	0.0396	0.8317	0.0297	0.0396	0.0099	0.0099	0.0693	0.0495	0.0495	0.0198	0.0198	0.7525	0.8119	0.0198	0.0396	0.0396	0.6436	0.0396	0.0297	0.0198	0.0099	0.0198	0.0495	0.0198	0.0297	0.0495	0.0099	1.0000	0.0099	0.0495	0.0990	0.0495	0.0099	0.0099	0.0297	0.0297	0.4950	0.0297	0.0495	0.0198	0.0396	0.0396	0.0495	0.0396	0.0099	0.0594	0.0198	0.7030	0.0099	0.1188	0.0297	0.5347	0.0495	0.8218	0.0396	0.0099	0.0990	0.0495	0.0891	0.0594	0.0891	0.0495	0.0693	0.0099	0.1386	0.0099	0.0099	0.0495	0.0396	0.0495	0.0396	0.0594	0.0099	0.0495	0.1089	0.0594	0.0891	0.4356	0.0594	0.0396	0.0495	0.0495	0.2673	0.5644	0.0792	0.0594	0.0396	0.6436	0.0198	0.0594	0.0594	0.0297	0.0297	0.0792	0.0396	0.0891	0.0495	0.0396	0.0693	0.1188
Otu00057	0.8614	0.0099	0.0198	0.9406	0.8317	0.8020	0.0099	0.0099	0.0099	0.7624	0.2178	0.9307	0.7921	0.4752	0.7624	0.0099	0.2376	0.0099	0.0891	0.0099	0.0495	0.7525	0.0891	0.9505	0.0297	0.9208	0.0396	0.0594	0.0099	0.0198	0.0891	0.0693	0.0297	0.0396	0.0495	0.7921	0.6733	0.0297	0.0990	0.0495	0.7327	0.0990	0.0297	0.0099	0.0297	0.0297	0.0297	0.0495	0.0198	0.0099	0.0198	0.0099	1.0000	0.0495	0.0198	0.0099	0.0099	0.0099	0.0396	0.0495	0.4653	0.0198	0.0693	0.0297	0.0891	0.0495	0.0693	0.0495	0.0099	0.0297	0.0693	0.5347	0.0099	0.0792	0.0495	0.5446	0.0594	0.7921	0.0099	0.0099	0.0792	0.0396	0.0297	0.0396	0.0396	0.0099	0.0891	0.0099	0.0495	0.0099	0.0099	0.0891	0.0396	0.0693	0.0297	0.0297	0.0198	0.0495	0.1287	0.0297	0.0594	0.4752	0.0693	0.0495	0.0198	0.0297	0.1089	0.6238	0.0693	0.0693	0.0495	0.4653	0.0693	0.0891	0.0891	0.0594	0.0396	0.0594	0.1188	0.0792	0.0396	0.0396	0.0792	0.0594
Otu00058	0.0990	0.0792	0.0297	0.0594	0.1188	0.1188	0.0693	0.0990	0.1089	0.0594	0.0297	0.1089	0.0495	0.8515	0.0297	0.0495	0.1980	0.0198	0.0198	0.0594	0.0099	0.0198	0.0099	0.0396	0.0198	0.4851	0.0198	0.0297	0.0198	0.0198	0.0198	0.0099	0.0198	0.0198	0.0198	0.0891	0.1287	0.0297	0.0099	0.0297	0.0297	0.0297	0.0099	0.0297	0.0198	0.0198	0.0099	0.0198	0.0099	0.0198	0.0297	0.0495	0.0495	1.0000	0.0099	0.0099	0.0297	0.0990	0.0099	0.0099	0.0198	0.0198	0.0198	0.0297	0.0396	0.0099	0.0099	0.0297	0.0198	0.0198	0.0198	0.0198	0.0297	0.0396	0.0297	0.0594	0.0198	0.0891	0.0198	0.2970	0.0396	0.0198	0.0495	0.0198	0.0396	0.0396	0.0198	0.0594	0.0099	0.0396	0.0198	0.0297	0.0099	0.0198	0.0099	0.0198	0.0495	0.0495	0.0198	0.0396	0.0297	0.0396	0.0297	0.0297	0.0099	0.0198	0.0990	0.0198	0.0297	0.0396	0.0099	0.0198	0.0297	0.0099	0.0495	0.0396	0.0198	0.0198	0.0297	0.0693	0.0198	0.0198	0.0198	0.0594
